报告年份,原始文件,年度文件内行号,段内对齐序号,全局对齐序号,中文,英文,中文句数,英文句数,对齐类型,对齐成本,中文字符数,英文词数,英中长度比例,是否需要人工复核,问题类型,清洗说明,原始中文,原始英文,中文清洗动作,英文清洗动作
2026,03_report_2026.csv,13,4,49,实施医疗卫生强基工程。,We implemented initiatives to strengthen community-level medical and health services.,1,1,1-1,0.2551,11,10,0.9091,False,,无需自动清洗 | 无需自动清洗,实施医疗卫生强基工程。,We implemented initiatives to strengthen community-level medical and health services.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,13,5,50,完善儿科和精神卫生服务体系，全国二三级公立综合医院儿科服务实现全覆盖。,"Pediatric and mental health services were improved, and pediatric services were extended to all Grade II and Grade III public general hospitals in the country.",1,1,1-1,0.0139,35,25,0.7143,False,,无需自动清洗 | 无需自动清洗,完善儿科和精神卫生服务体系，全国二三级公立综合医院儿科服务实现全覆盖。,"Pediatric and mental health services were improved, and pediatric services were extended to all Grade II and Grade III public general hospitals in the country.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,13,6,51,有效防控基孔肯雅热等传染病疫情。,We effectively prevented and controlled the spread of infectious diseases such as Chikungunya.,1,1,1-1,0.1427,16,13,0.8125,False,,无需自动清洗 | 无需自动清洗,有效防控基孔肯雅热等传染病疫情。,We effectively prevented and controlled the spread of infectious diseases such as Chikungunya.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,13,7,52,健全基本医保参保长效机制，优化医药集采措施，推出商业健康保险创新药目录，长期护理保险制度覆盖3亿人。,"We improved the mechanism for encouraging long-term participation in the basic medical insurance scheme, refined centralized procurement of medicines and medical consumables, and issued a list of innovative drugs for commercial health insurance. Long-term care insurance schemes now cover 300 million people.",1,2,1-2,0.3019,50,41,0.82,False,,无需自动清洗 | 无需自动清洗,健全基本医保参保长效机制，优化医药集采措施，推出商业健康保险创新药目录，长期护理保险制度覆盖3亿人。,"We improved the mechanism for encouraging long-term participation in the basic medical insurance scheme, refined centralized procurement of medicines and medical consumables, and issued a list of innovative drugs for commercial health insurance. Long-term care insurance schemes now cover 300 million people.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,13,8,53,渐进式延迟法定退休年龄改革稳妥实施。,The reform to gradually raise the statutory retirement age was advanced in a prudent manner.,1,1,1-1,0.168,18,15,0.8333,False,,无需自动清洗 | 无需自动清洗,渐进式延迟法定退休年龄改革稳妥实施。,The reform to gradually raise the statutory retirement age was advanced in a prudent manner.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,13,9,54,城乡居民基础养老金月最低标准提高20元，在全国实施个人养老金制度，开展养老服务消费补贴试点。,"Minimum basic old-age benefits for rural and non-working urban residents were increased by 20 yuan per month. The private pension system was implemented nationwide, and trials on elderly care service vouchers were launched.",1,2,1-2,0.1625,46,32,0.6957,False,,无需自动清洗 | 无需自动清洗,城乡居民基础养老金月最低标准提高20元，在全国实施个人养老金制度，开展养老服务消费补贴试点。,"Minimum basic old-age benefits for rural and non-working urban residents were increased by 20 yuan per month. The private pension system was implemented nationwide, and trials on elderly care service vouchers were launched.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,13,10,55,持续推进社会救助扩围增效，加强重度残疾人托养照护，完善困境儿童福利保障措施。,"We delivered more extensive and effective social assistance, strengthened care and support for people with severe disabilities, and improved welfare and protection for children in need.",1,1,1-1,0.0291,38,26,0.6842,False,,无需自动清洗 | 无需自动清洗,持续推进社会救助扩围增效，加强重度残疾人托养照护，完善困境儿童福利保障措施。,"We delivered more extensive and effective social assistance, strengthened care and support for people with severe disabilities, and improved welfare and protection for children in need.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,13,11,56,提高优抚标准。,Subsidies for entitled groups were raised.,1,1,1-1,0.1962,7,6,0.8571,False,,无需自动清洗 | 无需自动清洗,提高优抚标准。,Subsidies for entitled groups were raised.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,13,12,57,发展文化事业和文化产业，旅游业活力显现，国内出游人次增长16.2%，入境旅游人次增长17.1%。,"Cultural programs and industries were boosted. Domestic tourist trips increased by 16.2 percent and inbound tourist trips by 17.1 percent, illustrating the vitality of the tourism sector.",1,2,1-2,0.452,48,25,0.5208,False,,无需自动清洗 | 无需自动清洗,发展文化事业和文化产业，旅游业活力显现，国内出游人次增长16.2%，入境旅游人次增长17.1%。,"Cultural programs and industries were boosted. Domestic tourist trips increased by 16.2 percent and inbound tourist trips by 17.1 percent, illustrating the vitality of the tourism sector.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,13,13,58,成功举办第九届亚洲冬季运动会、第十五届全国运动会，群众体育赛事和全民健身活动蓬勃开展。,We successfully hosted the 9th Asian Winter Games and the 15th National Games. We also witnessed a strong surge in recreational sports events and public fitness activities.,1,2,1-2,0.265,43,27,0.6279,False,,无需自动清洗 | 无需自动清洗,成功举办第九届亚洲冬季运动会、第十五届全国运动会，群众体育赛事和全民健身活动蓬勃开展。,We successfully hosted the 9th Asian Winter Games and the 15th National Games. We also witnessed a strong surge in recreational sports events and public fitness activities.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,14,1,59,六是加快美丽中国建设，推动绿色低碳发展。,6. We worked faster to build a Beautiful China and advanced green and low-carbon development.,1,2,1-2,0.1742,20,14,0.7,False,,无需自动清洗 | 无需自动清洗,六是加快美丽中国建设，推动绿色低碳发展。,6. We worked faster to build a Beautiful China and advanced green and low-carbon development.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,14,2,60,扎实开展大气污染防治提质增效行动，地级及以上城市细颗粒物（PM2.5）平均浓度下降4.4%。,"We took solid measures to improve both the quality and efficacy of air pollution prevention and control. In cities at and above the prefectural level, the average concentration of fine particulate matter (PM2.5) fell by 4.4 percent.",1,2,1-2,0.2374,46,36,0.7826,False,,无需自动清洗 | 无需自动清洗,扎实开展大气污染防治提质增效行动，地级及以上城市细颗粒物（PM2.5）平均浓度下降4.4%。,"We took solid measures to improve both the quality and efficacy of air pollution prevention and control. In cities at and above the prefectural level, the average concentration of fine particulate matter (PM2.5) fell by 4.4 percent.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,14,3,61,持续加强大江大河和重要湖库保护，地表水水质优良断面比例提高到91.4%。,"Efforts to conserve major rivers and important lakes and reservoirs were intensified, and the share of surface water with a good quality rating reached 91.4 percent.",1,1,1-1,0.0321,36,25,0.6944,False,,无需自动清洗 | 无需自动清洗,持续加强大江大河和重要湖库保护，地表水水质优良断面比例提高到91.4%。,"Efforts to conserve major rivers and important lakes and reservoirs were intensified, and the share of surface water with a good quality rating reached 91.4 percent.",无需自动清洗,无需自动清洗
